credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,years.with.cr.line
1,credit_card,0.1221,204.89,10.28874995,22.2,707,15509,53.5,1,0,0,0,6.510723249828884
1,all_other,0.1189,397.97,10.59663473,21.36,732,22026,65.9,1,0,0,0,13.470339950718687
1,educational,0.179,108.3,11.88448902,19.97,672,29748,51.3,0,1,0,0,28.665411827515403
1,debt_consolidation,0.1663,532.05,11.00126616,11.15,667,13672,93.8,1,0,0,1,12.073921971252567
1,debt_consolidation,0.1347,395.2,10.96812932,13.28,692,22195,45.7,1,0,0,0,8.788615104722792
1,all_other,0.1347,508.84,11.84228676,6.76,707,0,0.0,3,1,0,0,31.62229067761807
1,small_business,0.1221,249.87,10.96812932,1.41,777,3444,23.8,3,0,0,0,14.959616700889802
1,all_other,0.1316,118.2,10.77895629,19.6,687,13632,50.7,1,0,0,0,7.145790554414784
1,debt_consolidation,0.1505,260.19,10.44592812,17.51,692,15708,95.8,2,0,0,0,9.451174995208762
1,debt_consolidation,0.1379,381.65,11.19547123,18.82,692,18384,43.5,1,1,0,0,20.698266028747433
1,debt_consolidation,0.1474,381.64,11.05089001,15.47,677,27780,74.7,1,0,0,0,14.37383071047228
1,home_improvement,0.1189,331.64,11.13453063,18.83,727,24185,44.9,2,0,0,1,11.252566735112936
1,debt_consolidation,0.1632,459.08,10.82972862,17.23,667,6570,39.3,1,0,0,0,4.024640657084189
1,debt_consolidation,0.1379,408.91,11.06657586,24.7,687,11972,72.1,0,0,0,0,11.170431211498974
1,debt_consolidation,0.1474,345.37,11.20536716,7.59,687,4073,81.5,2,0,0,0,12.97741273100616
1,debt_consolidation,0.1505,520.37,11.31203252,11.71,692,18126,96.9,0,0,0,0,10.020533880903491
1,home_improvement,0.1253,502.0,11.85651517,3.03,732,2732,4.9,0,1,0,0,16.427218800821358
1,major_purchase,0.1284,268.95,11.95675836,8.21,707,23021,78.3,3,0,0,0,17.00205338809035
1,debt_consolidation,0.1347,441.0,10.85892207,12.44,707,8898,75.4,0,0,0,1,7.392311203285421
1,debt_consolidation,0.1347,217.11,10.77895629,20.32,687,9216,38.9,1,1,0,0,9.363563770020534
1,debt_consolidation,0.0963,231.08,10.71441777,6.8,722,9500,31.1,1,0,0,0,7.227926078028747
1,credit_card,0.1568,471.65,10.58357482,18.08,677,18688,92.1,1,0,1,0,9.393680128678987
1,debt_consolidation,0.1189,215.57,10.59663473,23.88,717,6901,21.2,1,0,0,0,6.160164271047228
1,home_improvement,0.1189,165.82,10.9329641,2.23,747,3200,43.2,4,0,0,0,6.242299794661191
1,all_other,0.0963,481.42,10.96044417,16.97,797,3658,5.4,0,0,0,0,36.878850102669404
1,credit_card,0.08,282.03,11.77528973,17.15,782,7181,30.3,0,0,0,0,19.301962127310063
1,debt_consolidation,0.1189,99.5,10.12647109,19.06,707,1952,26.0,0,0,0,1,23.901437371663246
1,all_other,0.08,313.37,10.91508846,9.6,802,2893,5.3,0,0,0,1,15.195071868583161
1,all_other,0.1505,138.77,10.10217446,22.48,662,4624,67.0,0,1,0,0,18.809148985626283
1,credit_card,0.0963,231.08,10.59663473,20.07,747,12776,68.3,0,0,0,0,28.665411827515403
1,credit_card,0.1253,284.47,10.59663473,4.47,717,7174,56.6,3,0,1,0,13.158110882956878
1,credit_card,0.1189,258.68,10.77895629,9.63,742,3501,23.5,1,0,0,1,13.560689026694046
1,debt_consolidation,0.1505,294.88,10.49127422,18.57,667,8297,72.1,0,0,0,1,5.0102669404517455
1,all_other,0.16,175.79,10.77891462,3.73,672,3218,42.9,3,0,0,0,4.188911704312115
1,all_other,0.1316,67.55,10.18490001,14.54,717,0,0.0,2,0,0,0,7.720853297741273
1,credit_card,0.1347,339.23,11.08214255,8.51,697,15351,77.9,1,0,0,0,12.402578143737168
1,all_other,0.1221,666.3,11.16809439,15.69,802,114,0.3,0,0,0,0,14.784508328542096
1,debt_consolidation,0.1505,294.88,9.903487553,12.0,667,6574,79.2,1,0,0,0,6.817362537987679
1,credit_card,0.1505,312.23,10.89673933,23.8,682,35379,89.4,0,0,0,1,9.19917864476386
1,educational,0.1347,186.58,10.43399815,15.64,682,13403,83.8,1,0,0,0,9.034907597535934
1,debt_consolidation,0.1537,522.7,11.69524702,12.72,687,23997,36.9,1,1,0,0,8.788615104722792
1,home_improvement,0.0932,303.5,11.56171563,13.93,762,10828,14.0,2,0,0,0,14.050650239561945
1,debt_consolidation,0.1221,399.78,11.03127022,20.59,732,2941,56.6,1,0,0,0,5.092402464065708
1,debt_consolidation,0.0932,31.95,11.1123882,21.19,727,22930,51.2,2,0,0,0,15.195071868583161
1,credit_card,0.1442,481.36,10.88556602,17.0,687,6309,70.1,0,0,0,1,5.0102669404517455
1,credit_card,0.1253,176.54,10.81977828,18.62,702,8063,64.2,2,0,1,0,20.616130505133473
1,debt_consolidation,0.0963,70.61,9.183174704,18.62,717,5209,46.9,0,0,1,0,14.209445585215606
1,home_improvement,0.0768,187.15,11.01039864,11.58,787,1157,5.2,0,0,0,0,10.431325577002053
1,home_improvement,0.0768,187.15,11.59910316,14.12,777,13430,30.9,2,0,0,0,21.519621264887064
1,all_other,0.1221,383.13,11.19821472,1.05,737,19,0.2,0,1,0,0,10.020533880903491
1,debt_consolidation,0.1284,588.32,10.81977828,14.21,717,19621,80.7,0,0,0,0,9.445699293634497
1,debt_consolidation,0.1442,171.92,10.30895266,11.16,672,9493,56.8,1,0,0,0,11.416951860369611
1,debt_consolidation,0.1695,712.54,11.65268741,15.74,677,13273,89.7,0,1,0,0,14.209445585215606
1,debt_consolidation,0.1221,369.8,10.38108726,23.71,717,14339,58.1,0,0,0,0,8.459958932238193
1,educational,0.16,225.01,10.30895266,5.76,667,395,1.7,2,1,0,0,3.531941593429158
1,all_other,0.0963,481.42,11.66992921,4.24,797,5491,10.6,0,0,0,0,12.48471366735113
1,credit_card,0.0963,231.08,11.24723969,11.14,722,9222,48.0,1,1,0,0,9.609970340862423
1,all_other,0.0932,111.82,10.87804719,15.42,727,2880,27.4,0,0,0,0,6.406684919917864
1,debt_consolidation,0.1758,431.31,11.08214255,8.62,667,21233,57.1,3,0,0,0,18.316335843942507
1,debt_consolidation,0.1411,342.29,11.00209984,18.92,697,16843,90.1,1,0,0,0,6.324549396303901
1,debt_consolidation,0.1284,504.27,10.71441777,6.59,717,12644,30.8,3,0,0,0,5.585329683778234
1,debt_consolidation,0.1221,333.15,10.81985828,3.0,717,6063,19.6,0,0,0,0,9.399041752224504
1,credit_card,0.1632,565.02,11.00209984,21.46,667,20702,82.5,2,1,0,1,19.712639745379878
1,debt_consolidation,0.1474,189.96,10.30895266,16.04,677,2640,80.0,0,0,0,0,4.353296829568788
1,debt_consolidation,0.0963,150.85,11.36210258,18.54,732,23096,55.3,1,0,0,0,10.924024640657084
1,small_business,0.1284,252.14,10.91508846,8.92,732,4590,17.7,1,0,0,0,7.066392881587953
1,debt_consolidation,0.1663,532.05,11.2586008,20.15,692,36123,98.4,3,0,0,0,10.677732147843942
1,debt_consolidation,0.1379,340.76,10.37349118,20.29,692,16354,63.6,0,0,0,0,17.987679671457904
1,all_other,0.1221,399.78,10.71441777,14.27,747,7224,73.7,0,0,0,0,21.190965092402465
1,all_other,0.0963,192.57,10.94552949,16.78,722,13066,24.9,1,0,0,0,7.392311203285421
1,major_purchase,0.1537,375.47,9.94251594,5.02,687,1889,43.9,2,0,0,0,3.299110198494182
1,debt_consolidation,0.1253,167.34,11.24504602,23.29,712,40752,89.5,0,0,0,0,12.402578143737168
1,debt_consolidation,0.1316,675.41,11.65268741,9.52,717,22424,34.4,0,0,0,0,22.595596624229977
1,debt_consolidation,0.1442,275.07,10.47925786,24.63,677,8928,62.2,2,0,0,0,16.098562628336754
1,all_other,0.0737,60.54,10.54534144,14.49,777,1595,5.1,0,0,0,0,13.55247547433265
1,credit_card,0.0932,191.69,10.96819829,3.41,737,7711,58.4,3,0,0,0,18.809148985626283
1,credit_card,0.0768,155.96,11.6351431,1.07,787,4333,17.1,0,0,0,0,8.624344057494866
1,educational,0.1379,170.38,11.35040654,0.42,737,890,6.4,1,0,0,0,3.1211498973305956
1,major_purchase,0.08,282.03,10.85591733,8.4,792,2475,12.3,1,0,0,0,10.59559662422998
1,small_business,0.1284,672.36,11.15625052,16.87,747,4304,4.1,4,0,0,0,13.69199178644764
1,educational,0.1284,50.43,11.40756495,17.32,692,27248,79.4,1,0,0,0,20.041067761806982
1,all_other,0.1253,80.32,9.998615898,23.73,707,3228,38.4,3,0,0,0,4.435432353182751
1,all_other,0.1189,232.15,10.89807177,17.95,712,14968,28.1,1,0,0,0,13.470339950718687
1,all_other,0.1347,169.62,11.08220409,18.92,687,0,0.0,1,3,0,0,15.195071868583161
1,home_improvement,0.1347,308.7,11.03495418,7.61,702,22493,30.9,1,0,0,0,22.09719370294319
1,educational,0.1442,182.23,10.81985828,15.24,672,2401,57.2,0,0,0,0,7.556582250513347
1,credit_card,0.1221,199.89,9.952277717,11.77,712,8680,24.6,0,0,1,0,41.47855351129363
1,debt_consolidation,0.1316,236.4,11.40756495,5.83,697,8091,36.4,0,0,0,0,19.54836869815195
1,home_improvement,0.0963,192.57,11.27720313,9.92,767,1431,4.4,4,0,0,0,9.856262833675565
1,credit_card,0.0963,192.57,11.26446411,7.29,727,11646,33.8,3,0,0,0,7.315537303216975
1,small_business,0.1843,181.85,9.903487553,10.32,697,3688,97.1,1,0,0,0,4.229979466119096
1,debt_consolidation,0.1284,336.18,10.23995979,10.89,712,9020,56.7,1,0,0,0,6.48870636550308
1,credit_card,0.0963,247.13,11.28978191,24.5,737,13734,75.5,1,0,0,0,25.626397445585216
1,debt_consolidation,0.1379,195.94,10.858999,18.58,687,6180,92.2,0,0,0,0,15.227926078028748
1,credit_card,0.1347,569.9,11.22524339,13.63,712,15646,81.9,1,1,0,0,17.823522702258728
1,debt_consolidation,0.1284,336.18,10.59663473,19.44,727,17944,57.5,0,0,0,0,12.238193018480493
1,debt_consolidation,0.1379,136.31,10.59663473,13.68,682,4764,79.4,2,1,0,0,6.406684919917864
1,credit_card,0.16,269.84,10.49127422,16.37,667,16083,71.8,0,0,0,0,4.024640657084189
1,debt_consolidation,0.1505,249.78,11.22524339,8.0,677,17321,87.6,0,1,0,0,12.15605749486653
1,home_improvement,0.0932,223.63,11.91839057,7.5,762,79333,4.5,0,0,0,0,6.406684919917864
1,all_other,0.1411,684.58,11.00209984,22.24,702,9520,76.2,0,0,0,0,12.073921971252567
1,debt_consolidation,0.1379,245.35,10.58354949,18.57,682,9625,56.0,2,0,0,0,6.488820443531828
1,credit_card,0.0963,385.14,10.66895539,22.02,752,22486,26.6,0,0,0,1,7.685261237508556
1,major_purchase,0.0963,256.76,11.73606902,10.53,742,9348,49.5,2,0,0,0,34.33276295687885
1,all_other,0.0932,159.74,10.37349118,1.13,752,833,8.2,2,0,0,0,10.34919005338809
1,all_other,0.0932,159.74,10.98494147,10.46,777,152,0.6,1,0,0,0,8.487451518138261
1,debt_consolidation,0.1505,85.87,11.1844214,19.87,672,5517,34.1,2,0,0,1,13.141683778234086
1,debt_consolidation,0.0963,462.16,11.06657586,16.78,762,11160,14.9,1,0,0,0,12.48471366735113
1,all_other,0.1632,176.57,11.87756858,4.35,667,157,52.3,1,1,1,0,22.42311202464066
1,small_business,0.1537,871.16,11.40645322,22.59,702,30523,77.7,1,0,0,0,13.634496919917865
1,debt_consolidation,0.1568,280.02,10.91643301,22.18,667,43110,93.3,1,0,0,0,30.47239334702259
1,credit_card,0.1442,238.96,10.1266311,18.0,672,9394,44.6,3,0,0,1,10.34919005338809
1,all_other,0.1316,675.41,11.23848862,16.56,712,21118,65.2,0,0,0,1,8.884439882272416
1,credit_card,0.1253,167.34,11.10122093,16.55,722,24345,93.6,0,0,0,0,22.669518595482543
1,debt_consolidation,0.1347,417.25,10.37361617,22.08,697,10543,29.1,0,0,0,0,14.291581108829568
1,small_business,0.1411,61.62,10.71441777,15.68,677,17826,92.8,2,0,0,0,19.137577002053387
1,all_other,0.1316,405.25,11.2771525,17.96,702,754,9.5,1,2,0,0,8.870750628336756
1,credit_card,0.1379,545.21,11.28978191,10.95,702,13742,64.5,0,0,0,1,9.363563770020534
1,credit_card,0.0768,31.2,11.35040654,2.82,767,7603,20.7,0,0,0,0,17.248459958932237
1,debt_consolidation,0.1474,379.91,10.85892207,10.87,677,11419,84.6,1,1,0,0,7.63871777412731
1,all_other,0.1253,100.4,10.30895266,17.8,697,1568,44.8,1,0,0,0,9.445699293634497
1,debt_consolidation,0.1221,106.61,9.903487553,5.04,722,3246,22.2,1,0,1,0,14.455966234086244
1,all_other,0.1253,669.33,10.88743693,10.56,747,25121,88.4,1,0,0,0,17.3305954825462
1,all_other,0.0737,55.89,10.28465997,7.25,772,6469,14.9,1,0,0,0,20.20807665982204
1,debt_consolidation,0.1474,690.74,11.1844214,10.43,687,13693,68.8,0,0,0,0,8.70647958110883
1,all_other,0.1442,137.54,9.740968623,8.26,697,3090,55.2,0,0,0,0,3.2334017796030117
1,debt_consolidation,0.1695,427.53,11.40756495,16.53,667,15534,87.3,3,0,0,0,3.619552818617385
1,home_improvement,0.1221,333.15,11.1124479,11.77,742,220,4.0,1,0,0,0,14.04506045995893
1,debt_consolidation,0.1379,340.76,11.16863071,24.91,692,6344,32.4,0,1,0,0,24.229979466119097
1,all_other,0.0932,191.69,11.08214255,9.73,762,717,2.7,1,0,0,0,16.03832991101985
1,debt_consolidation,0.1505,693.83,11.31498659,16.54,697,12147,91.3,0,0,0,1,17.166324435318277
1,debt_consolidation,0.1821,290.07,10.55518754,10.76,672,9961,99.6,0,0,0,0,5.421058636550308
1,debt_consolidation,0.1442,481.36,11.15619338,21.21,692,40125,92.0,1,0,0,0,15.687999088295689
1,home_improvement,0.1853,262.21,11.32659589,4.41,672,12513,99.3,0,0,0,0,16.75576089527721
1,debt_consolidation,0.1253,401.6,10.87804719,20.15,737,18154,54.4,0,0,0,0,16.262833675564682
1,small_business,0.1284,268.95,11.30958454,4.97,787,11,1.0,3,0,0,0,10.759867671457906
1,debt_consolidation,0.1221,399.78,11.01862914,17.7,762,12416,21.9,3,0,0,0,13.22655715263518
1,debt_consolidation,0.1253,200.8,10.43399815,24.71,702,8375,58.2,1,0,0,0,10.759867671457906
1,home_improvement,0.1379,102.23,11.40756495,17.63,682,6345,90.6,0,0,1,0,12.895277207392198
1,debt_consolidation,0.1221,466.41,11.8493977,0.32,747,3926,11.5,0,0,0,0,4.435432353182751
1,debt_consolidation,0.1442,515.74,10.73630972,11.48,712,16727,53.1,2,0,0,0,8.131416837782341
1,debt_consolidation,0.1379,408.91,10.51888938,13.46,702,4800,94.1,1,0,0,1,8.788615104722792
1,all_other,0.1379,374.84,11.15619338,14.8,687,10619,47.8,0,1,0,0,8.788501026694044
1,debt_consolidation,0.1632,141.26,10.57131693,9.72,667,10490,96.2,1,0,0,0,6.488820443531828
1,small_business,0.1221,399.78,10.75790288,19.38,727,9554,34.2,1,1,0,0,11.252566735112936
1,debt_consolidation,0.1347,271.39,10.71441777,21.68,687,12000,82.2,0,0,0,0,7.474446726899384
1,credit_card,0.08,219.36,11.13470581,8.22,752,2932,17.2,0,0,0,0,23.490873831622174
1,debt_consolidation,0.1347,590.26,11.58058411,13.38,707,35598,57.9,0,0,0,0,15.277093314168377
1,home_improvement,0.0768,168.43,10.4491745,10.53,797,5133,7.3,0,0,0,0,15.4415925174538
1,major_purchase,0.1537,174.24,10.46310334,11.67,672,8105,87.2,1,0,0,0,5.667465207392197
1,small_business,0.0932,278.74,10.858999,16.59,757,43232,41.1,0,0,0,1,15.1129363449692
1,small_business,0.1411,855.73,12.47125984,7.82,712,11697,33.2,0,0,0,0,23.983572895277206
1,debt_consolidation,0.1411,41.08,9.210340372,8.28,677,802,6.3,1,1,0,1,5.256673511293634
1,credit_card,0.1148,197.82,10.93310697,11.16,712,18513,60.1,2,0,0,1,6.483116585900069
1,all_other,0.0963,385.14,11.00209984,4.32,752,3428,6.1,0,0,0,0,18.727013462012323
1,credit_card,0.0963,168.5,11.08220409,20.16,727,25147,60.3,1,0,0,0,9.303102896646132
1,credit_card,0.0963,117.15,11.60823564,15.75,717,35544,67.6,2,0,0,0,7.556582250513347
1,all_other,0.1316,101.32,10.6454249,17.86,687,8817,60.0,1,0,0,0,7.967145790554415
1,debt_consolidation,0.1284,537.89,11.51292546,19.26,717,26711,41.7,2,0,0,0,11.3347022587269
1,all_other,0.1411,766.73,11.35035948,7.78,697,18067,60.6,0,0,0,1,13.223705223819302
1,debt_consolidation,0.1379,408.91,10.91523391,20.4,702,7085,41.7,1,0,0,0,15.195071868583161
1,small_business,0.0932,222.03,10.30895266,23.24,737,16775,47.4,0,0,0,0,14.291581108829568
1,debt_consolidation,0.16,527.36,10.81977828,6.19,667,11819,75.8,0,0,0,0,10.184804928131417
1,debt_consolidation,0.0932,159.74,10.71441777,20.35,737,4717,51.3,0,0,0,0,5.338809034907597
1,small_business,0.1284,168.09,11.00209984,13.0,697,5878,52.0,0,0,0,1,10.513461100616016
1,debt_consolidation,0.1663,638.46,11.03811028,22.98,672,18182,72.7,0,0,0,0,6.324435318275154
1,major_purchase,0.1442,171.92,10.08580911,13.5,692,2109,42.2,1,0,0,0,7.227926078028747
1,all_other,0.1221,116.61,10.85892207,15.07,707,12324,25.5,2,0,0,1,15.277207392197125
1,all_other,0.0963,96.29,11.32659589,18.88,717,5033,17.1,1,0,0,0,5.338809034907597
1,all_other,0.0932,31.95,10.49127422,20.37,742,8990,58.0,0,0,0,1,10.102669404517453
1,debt_consolidation,0.1316,405.25,10.96819829,14.07,702,14057,37.8,0,0,0,0,16.016427104722794
1,home_improvement,0.1411,102.69,11.22524339,21.01,672,10025,57.8,1,1,0,0,16.75576089527721
1,credit_card,0.1221,266.52,9.903487553,0.0,772,7405,18.5,0,0,0,0,11.345653661875428
1,all_other,0.1189,530.63,11.22524339,3.06,752,4498,5.3,0,0,0,1,10.26694045174538
1,home_improvement,0.1505,693.83,11.08827754,9.76,692,0,0.0,1,0,0,0,11.6633584312115
1,debt_consolidation,0.0768,110.73,9.915663128,8.83,767,4120,5.7,1,0,0,0,22.669518595482543
1,small_business,0.1284,504.27,11.15625052,0.26,762,186,0.7,2,0,0,0,11.991672369609855
1,debt_consolidation,0.0963,288.85,11.08214255,22.45,737,32820,73.4,0,0,0,0,18.973305954825463
1,debt_consolidation,0.1442,515.74,11.1844214,12.25,697,35761,92.2,2,0,0,0,14.538101757700206
1,all_other,0.1284,134.48,9.798127037,9.73,712,13,1.3,1,0,0,0,4.517567876796715
1,debt_consolidation,0.0932,357.81,11.09741002,5.8,747,19926,55.5,0,0,0,0,12.484485511293633
1,small_business,0.1189,99.5,10.30895266,18.28,712,14577,34.7,0,0,0,0,19.21971252566735
1,debt_consolidation,0.1505,277.53,10.20536834,6.26,677,7974,91.7,0,1,0,0,5.0102669404517455
1,debt_consolidation,0.1379,340.76,11.08214255,18.2,687,13875,37.2,0,0,0,0,6.570841889117043
1,debt_consolidation,0.1537,261.35,10.46321762,24.61,677,1685,38.3,1,0,0,0,3.813826146475017
1,major_purchase,0.1284,302.57,11.2579816,18.83,702,1575,23.2,2,0,0,0,8.46007301026694
1,educational,0.0963,208.62,10.37324115,3.75,742,883,13.8,1,0,0,0,9.445699293634497
1,all_other,0.1221,533.04,11.33857208,17.8,737,24177,20.2,1,0,0,0,13.634610997946613
1,debt_consolidation,0.1253,174.03,10.82972862,9.17,702,5229,15.2,0,0,0,0,10.349075975359343
1,major_purchase,0.1379,170.38,10.81985828,24.07,687,4305,56.6,3,1,0,1,8.295687885010267
1,all_other,0.0737,69.86,11.36673138,6.83,777,103088,29.8,1,0,0,0,13.388204427104723
1,home_improvement,0.1347,254.42,11.0814654,6.76,687,9463,83.7,1,0,0,0,12.813141683778234
1,all_other,0.1663,638.46,10.8077057,10.91,667,6241,21.0,3,0,0,1,5.585329683778234
1,credit_card,0.1474,198.59,9.680344001,12.6,682,5560,32.9,1,0,0,0,3.457905544147844
1,all_other,0.1284,50.43,11.02190247,17.65,687,13140,55.9,0,0,0,0,6.817362537987679
1,major_purchase,0.1442,206.3,11.02190247,14.75,672,9184,58.5,3,0,0,0,6.49155829431896
1,debt_consolidation,0.1411,410.75,11.40756495,13.73,682,9101,42.9,3,0,0,0,13.716746521560577
1,debt_consolidation,0.1568,420.02,11.28978191,14.21,672,8664,93.2,1,0,0,0,12.238193018480493
1,all_other,0.1253,46.86,11.10495723,14.29,697,13999,58.1,2,0,0,0,10.80082135523614
1,credit_card,0.1284,302.57,11.00209984,19.22,682,14309,57.0,1,0,0,0,11.444102212183434
1,debt_consolidation,0.1316,506.56,10.59663473,13.14,712,2897,33.3,1,0,0,0,5.338809034907597
1,debt_consolidation,0.0932,95.85,11.11988288,6.9,727,20863,52.8,0,0,0,0,8.70647958110883
1,debt_consolidation,0.1568,700.04,10.81977828,15.1,677,24738,50.0,2,0,0,0,8.172484599589323
1,home_improvement,0.1411,342.29,11.19134184,24.7,677,45383,79.6,0,0,0,0,5.689253935660506
1,debt_consolidation,0.1253,535.46,10.74720759,21.7,727,15354,35.5,2,0,0,0,36.63255761806982
1,all_other,0.0932,191.69,10.78931908,4.08,742,4014,25.9,0,0,0,0,9.856376911704311
1,debt_consolidation,0.1347,227.29,11.18725073,14.21,687,53683,74.4,0,0,0,0,15.770134611909652
1,debt_consolidation,0.1284,100.86,11.51288546,18.58,692,71161,60.0,1,0,0,0,20.041067761806982
1,small_business,0.1253,312.08,11.35040654,18.58,712,67614,49.2,0,0,0,1,24.558635638603693
1,debt_consolidation,0.1284,672.36,10.71441777,19.12,767,14729,48.9,5,0,0,1,15.852270135523614
1,all_other,0.08,47.01,10.12021054,14.73,767,2130,12.3,4,0,0,1,9.456536618754278
1,debt_consolidation,0.1316,202.63,10.49127422,23.77,692,6581,39.6,1,0,0,1,12.15605749486653
1,debt_consolidation,0.1316,270.17,10.37349118,11.44,697,6389,58.1,2,0,0,0,5.585329683778234
1,all_other,0.1316,114.82,10.36646657,9.67,717,3967,48.9,0,0,0,0,3.449806069815195
1,debt_consolidation,0.1632,370.8,10.73639668,9.97,662,10039,53.7,1,0,0,0,4.599703400410678
1,all_other,0.1347,237.46,11.42954386,4.73,692,40479,8.4,3,0,0,0,24.147843942505133
1,debt_consolidation,0.1379,245.35,10.37173965,22.13,682,7458,64.3,0,0,0,0,6.324435318275154
1,debt_consolidation,0.08,100.28,11.22524339,5.79,737,4000,11.0,0,0,1,0,13.141683778234086
1,debt_consolidation,0.1411,342.29,10.71441777,7.95,682,11816,47.6,0,0,0,0,6.406684919917864
1,all_other,0.1505,69.39,10.81977828,22.99,667,6712,64.5,2,0,0,0,10.759753593429158
1,credit_card,0.0963,385.14,12.22587527,9.14,747,25814,29.1,0,0,0,0,10.841889117043122
1,debt_consolidation,0.1316,270.17,10.81977828,19.51,737,7936,50.9,0,0,0,0,12.358544375085557
1,all_other,0.08,188.02,11.00209984,1.06,767,7161,16.4,0,0,0,0,13.023842116358658
1,educational,0.1474,89.8,10.34161344,5.3,662,4620,64.2,1,0,0,0,7.493497604380561
1,small_business,0.0963,318.54,10.77895629,24.52,742,39689,69.5,1,0,0,0,8.295573806981519
1,small_business,0.1474,207.23,10.49127422,14.0,677,20616,94.1,2,0,0,1,7.474332648870637
1,all_other,0.1347,339.23,10.91501573,5.59,692,2432,24.1,1,2,0,0,10.266826373716633
1,all_other,0.08,200.56,10.81977828,11.4,792,339,1.1,0,0,0,0,10.841889117043122
1,small_business,0.1474,172.69,10.81977828,6.79,692,6165,79.0,1,0,0,0,3.4496919917864477
1,credit_card,0.1316,472.79,11.44035477,19.24,717,40761,65.6,0,0,0,0,40.41067761806981
1,debt_consolidation,0.0963,584.92,10.46321762,22.76,782,4407,9.2,0,0,0,0,14.86652977412731
1,major_purchase,0.0932,127.79,10.87426647,0.59,742,630,7.9,1,0,0,0,10.266826373716633
1,all_other,0.1221,159.92,11.06663836,16.72,712,9878,56.4,3,1,0,0,20.040953683778234
1,debt_consolidation,0.1442,302.57,10.74281084,5.94,707,8134,80.2,0,0,0,0,11.991672369609855
1,debt_consolidation,0.1474,241.76,10.47678644,17.28,672,6547,56.9,0,0,0,0,9.634496919917865
1,major_purchase,0.1189,331.64,11.35040654,11.86,732,35166,67.2,0,0,0,0,17.744010951403148
1,small_business,0.1347,678.46,11.98292909,5.02,762,5253,5.9,6,0,0,0,19.38398357289528
1,all_other,0.0932,223.63,11.1844214,18.5,742,41059,51.0,0,0,0,0,17.987565593429157
1,credit_card,0.1183,222.0,11.23511451,12.74,712,71116,72.1,3,0,0,0,11.40041067761807
1,all_other,0.1189,232.15,11.58988651,7.04,792,2759,11.0,5,0,0,0,23.655030800821354
1,debt_consolidation,0.0932,70.29,9.741203889,24.63,732,5101,30.4,1,0,0,1,10.431211498973306
1,debt_consolidation,0.1284,201.71,10.66886237,11.95,692,3517,40.4,0,0,0,0,9.363449691991786
1,all_other,0.0932,268.36,12.1547583,1.05,777,2009,9.1,0,0,0,0,10.759753593429158
1,debt_consolidation,0.1442,550.13,11.15625052,20.54,687,16124,70.1,1,0,0,0,5.9957791457905545
1,small_business,0.0963,449.32,11.7905572,14.59,787,152,1.0,1,0,0,0,14.948551219712524
1,small_business,0.08,203.69,10.81977828,3.24,822,35624,2.5,0,0,0,0,19.876796714579054
1,small_business,0.1379,340.76,10.81985828,16.58,712,757,22.9,1,0,0,0,8.37782340862423
1,debt_consolidation,0.1474,690.74,11.64395373,15.27,702,52285,93.4,1,0,0,0,7.227812
1,debt_consolidation,0.1379,468.54,10.40426284,20.36,702,19812,66.7,0,0,0,0,4.9281314168377826
1,small_business,0.1316,168.86,11.91839057,10.98,692,75454,72.4,1,0,0,0,5.9957791457905545
1,debt_consolidation,0.1474,207.23,11.5211317,4.96,672,3402,47.9,2,0,0,0,10.759753593429158
1,all_other,0.1442,618.89,11.15625052,7.89,722,18505,95.9,1,0,0,0,8.952657995893224
1,debt_consolidation,0.1284,638.75,11.08214255,16.25,722,15923,56.3,0,0,0,0,11.088181609856264
1,major_purchase,0.0768,124.77,10.37349118,5.7,772,7549,14.2,2,0,0,0,20.944444443531825
1,all_other,0.1253,401.6,10.57131693,13.75,717,8123,57.2,1,0,0,0,6.48870636550308
1,all_other,0.1726,644.12,11.52584169,14.42,662,3781,16.3,3,0,0,0,19.630390143737166
1,all_other,0.1505,156.12,10.40426284,11.78,662,6063,49.3,1,1,0,0,8.796714579055442
1,small_business,0.1316,270.17,10.91508846,20.07,717,34260,77.5,0,0,0,0,12.199749029431894
1,debt_consolidation,0.1379,408.91,10.79973883,11.7,687,17386,84.4,2,0,0,0,11.334588180698152
1,debt_consolidation,0.1347,678.46,12.12269104,7.28,732,50381,68.5,1,0,0,1,19.761806981519506
1,all_other,0.1221,199.89,10.46310334,15.22,717,6881,27.3,0,1,0,0,12.895277207392198
1,debt_consolidation,0.1442,515.74,11.40756495,8.21,687,5226,48.8,2,0,0,0,23.244239104722794
1,all_other,0.0737,77.62,11.63509885,0.39,772,2498,10.6,0,0,0,0,19.876796714579054
1,debt_consolidation,0.1632,565.02,11.1124479,10.39,667,12736,70.4,2,2,0,0,20.78028747433265
1,debt_consolidation,0.074,155.3,11.35977429,7.92,822,1874,5.5,0,0,0,0,30.830937713894592
1,debt_consolidation,0.1411,308.06,10.858999,24.92,687,28336,86.9,0,0,0,0,8.870636550308008
1,debt_consolidation,0.1284,268.95,10.6454249,14.2,717,8687,54.6,0,0,0,0,4.435318275154004
1,debt_consolidation,0.1347,407.08,10.81985828,13.7,692,11442,52.0,0,0,0,0,6.570841889117043
